,hh_id,d_cm,d_nutr,d_satt,d_educ,d_elct,d_wtr,d_sani,d_hsg,d_ckfl,d_asst,weighted_sum,multi_poor,ind_id_count
289,1405,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,3
290,1406,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0.0555555555555555,0.0,10
291,1407,0.0,1.0,0.0,0.0,0,0,1,0.0,0,0,0.2222222222222222,0.0,4
292,1408,0.0,1.0,0.0,0.0,1,0,0,0.0,1,0,0.2777777777777778,0.0,3
293,1409,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,2
294,1410,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,0.1666666666666666,0.0,4
295,1411,0.0,0.0,0.0,0.0,0,1,0,0.0,0,0,0.0555555555555555,0.0,3
296,1413,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0,0.0555555555555555,0.0,4
297,1414,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0,0.0555555555555555,0.0,3
298,1415,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0.1666666666666666,0.0,4
299,1417,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,3
300,1418,0.0,0.0,0.0,0.0,0,0,0,0.0,1,0,0.0555555555555555,0.0,4
